CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKCUMMINSIND30-JAN-2025,3535.2000000,3530.0000000,3549.0000000,3485.0000000,3524.9000000,3524.9000000,-0.2900000,177.0000000,17250.0000000,115.0000000,60738487.5000000
FUTSTKESCORTS30-JAN-2025,3643.4500000,3636.0000000,3637.0000000,3534.9500000,3546.7500000,3546.7500000,-2.6500000,60.0000000,6450.0000000,43.0000000,23032492.5000000
FUTSTKIOC30-JAN-2025,140.7300000,140.3900000,142.7100000,138.9000000,139.6000000,139.6000000,-0.8000000,1160.0000000,4036500.0000000,828.0000000,568297567.5000000
FUTSTKLTTS30-JAN-2025,5481.8000000,5445.8500000,5445.8500000,5270.0000000,5294.4000000,5294.4000000,-3.4100000,179.0000000,13900.0000000,139.0000000,73806790.0000000
FUTSTKAARTIIND30-JAN-2025,458.4000000,458.0000000,465.7500000,452.0500000,453.8000000,453.8000000,-1.0000000,854.0000000,376000.0000000,376.0000000,172215900.0000000
FUTSTKLICHSGFIN30-JAN-2025,635.5500000,636.3000000,645.7500000,636.0000000,641.4000000,641.4000000,0.9200000,192.0000000,84000.0000000,84.0000000,53846050.0000000
FUTSTKSHRIRAMFIN30-JAN-2025,3052.6000000,3068.4500000,3103.3000000,3020.2000000,3076.6000000,3076.6000000,0.7800000,421.0000000,49950.0000000,333.0000000,152936272.5000000
FUTSTKBRITANNIA30-JAN-2025,5031.6000000,5032.7000000,5076.2500000,4956.6500000,4986.0000000,4986.0000000,-0.9000000,665.0000000,25200.0000000,252.0000000,126320755.0000000
FUTSTKDALBHARAT28-NOV-2024,1841.0500000,1837.0000000,1845.5000000,1810.9500000,1821.8500000,1819.3000000,-1.1800000,465.0000000,549175.0000000,1997.0000000,1003598021.2500000
FUTSTKHDFCAMC28-NOV-2024,4246.7000000,4235.5000000,4283.0000000,4187.3000000,4208.8500000,4209.7000000,-0.8700000,1180.0000000,719250.0000000,4795.0000000,3046182345.0000000
FUTSTKTVSMOTOR26-DEC-2024,2449.4000000,2459.0000000,2473.9000000,2418.6000000,2424.1500000,2424.1500000,-1.0300000,23306.0000000,2860900.0000000,8174.0000000,6984102020.0000000
FUTSTKAPOLLOHOSP30-JAN-2025,7073.5000000,7090.6000000,7105.2500000,6919.0000000,6931.0500000,6931.0500000,-2.0100000,154.0000000,10875.0000000,87.0000000,75787781.2500000
FUTSTKHEROMOTOCO26-DEC-2024,4899.8000000,4927.0000000,4939.9500000,4787.3500000,4811.3500000,4811.3500000,-1.8000000,27363.0000000,1906200.0000000,12708.0000000,9273047122.5000000
FUTSTKSHREECEM26-DEC-2024,25206.4000000,25200.7000000,25555.4500000,25020.2000000,25433.4500000,25433.4500000,0.9000000,12044.0000000,122250.0000000,4890.0000000,3089085723.7500000
FUTSTKSBILIFE26-DEC-2024,1511.8000000,1502.8000000,1526.2000000,1408.3000000,1436.4500000,1436.4500000,-4.9800000,30201.0000000,10625250.0000000,28334.0000000,15488872743.7500000
FUTSTKMUTHOOTFIN26-DEC-2024,1947.1500000,1956.9500000,1956.9500000,1905.6000000,1923.2000000,1923.2000000,-1.2300000,17095.0000000,1287550.0000000,4682.0000000,2478077896.2500000
FUTSTKTATASTEEL30-JAN-2025,146.3800000,146.2300000,146.9800000,145.0100000,145.2300000,145.2300000,-0.7800000,3062.0000000,5362500.0000000,975.0000000,783432375.0000000
FUTSTKGAIL28-NOV-2024,195.0300000,194.5800000,198.9209009,194.0800000,197.0300000,196.7000000,0.8500000,2772.0000000,32358975.0000000,7073.0000000,6374035530.7500000
FUTSTKLUPIN30-JAN-2025,2034.8000000,2032.1500000,2045.4000000,2015.5000000,2024.4000000,2024.4000000,-0.5100000,301.0000000,53550.0000000,126.0000000,108692581.2500000
FUTSTKGUJGASLTD28-NOV-2024,472.9000000,474.0500000,477.8000000,470.2500000,471.4500000,472.0000000,-0.1900000,749.0000000,3327500.0000000,2662.0000000,1572555937.5000000
FUTSTKDABUR28-NOV-2024,526.9500000,527.7000000,533.5000000,523.9000000,525.0000000,526.0000000,-0.1800000,1098.0000000,7218750.0000000,5775.0000000,3803795000.0000000
FUTSTKCIPLA30-JAN-2025,1507.0500000,1499.0500000,1521.0000000,1495.0000000,1512.9500000,1512.9500000,0.3900000,224.0000000,43875.0000000,135.0000000,66090667.5000000
FUTSTKBRITANNIA28-NOV-2024,4973.9000000,4968.3000000,5013.6500000,4898.0500000,4920.0500000,4923.7000000,-1.0000000,2457.0000000,940200.0000000,9402.0000000,4650867330.0000000
FUTSTKTATACONSUM28-NOV-2024,961.2500000,958.0500000,973.5500000,938.6000000,942.3500000,941.0500000,-2.1000000,1155.0000000,3813528.0000000,8363.0000000,3633275121.6000000
FUTSTKABB28-NOV-2024,7488.0000000,7492.8500000,7506.9500000,7360.5500000,7404.7500000,7394.8000000,-1.2400000,1783.0000000,333375.0000000,2667.0000000,2474673656.2500000
FUTSTKTVSMOTOR30-JAN-2025,2469.7000000,2475.0000000,2487.4000000,2436.0000000,2445.0500000,2445.0500000,-0.9900000,85.0000000,19600.0000000,56.0000000,48187685.0000000
FUTSTKDIXON28-NOV-2024,15637.9500000,15600.2000000,15990.0000000,15520.6500000,15616.6500000,15608.4500000,-0.1800000,3039.0000000,498200.0000000,9964.0000000,7851379810.0000000
FUTSTKICICIBANK30-JAN-2025,1318.1000000,1319.5500000,1326.0000000,1299.2500000,1304.1000000,1304.1000000,-1.0600000,1574.0000000,389200.0000000,556.0000000,510137740.0000000
FUTSTKBAJFINANCE30-JAN-2025,6785.3500000,6799.5500000,6814.9000000,6590.0000000,6601.8500000,6601.8500000,-2.7000000,1830.0000000,132000.0000000,1056.0000000,882227518.7500000
FUTSTKSBIN28-NOV-2024,835.7000000,834.6500000,846.5000000,830.6000000,840.4500000,838.8500000,0.3700000,26428.0000000,26400750.0000000,35201.0000000,22183252425.0000000
FUTSTKCONCOR30-JAN-2025,819.4000000,820.0000000,835.0000000,820.0000000,831.7500000,831.7500000,1.5000000,738.0000000,433000.0000000,433.0000000,358294250.0000000
FUTSTKMARICO30-JAN-2025,654.2500000,664.3500000,667.9000000,651.9500000,652.4000000,652.4000000,-0.2800000,62.0000000,116400.0000000,97.0000000,76494480.0000000
FUTSTKICICIBANK28-NOV-2024,1302.7000000,1303.6500000,1312.4500000,1283.9500000,1286.7500000,1286.3500000,-1.2500000,7805.0000000,21183400.0000000,30262.0000000,27478280165.0000000
FUTSTKULTRACEMCO28-NOV-2024,11155.3000000,11165.4500000,11200.0000000,10972.0500000,11021.2000000,10997.8000000,-1.4100000,2161.0000000,582100.0000000,11642.0000000,6440610822.5000000
FUTSTKMARUTI30-JAN-2025,11186.8000000,11167.9500000,11216.4500000,11027.0000000,11067.9000000,11067.9000000,-1.0600000,655.0000000,15650.0000000,313.0000000,173869945.0000000
FUTSTKIEX30-JAN-2025,173.7700000,173.5900000,178.1709009,173.5900000,177.2700000,177.2700000,2.0100000,406.0000000,1155000.0000000,308.0000000,203605800.0000000
FUTSTKTECHM30-JAN-2025,1773.9000000,1771.0000000,1771.0000000,1730.0500000,1737.0500000,1737.0500000,-2.0700000,740.0000000,88800.0000000,148.0000000,154665360.0000000
FUTSTKALKEM26-DEC-2024,5479.0500000,5435.0000000,5512.6000000,5435.0000000,5493.3500000,5493.3500000,0.2600000,10945.0000000,492100.0000000,4921.0000000,2696263405.0000000
FUTSTKHINDALCO28-NOV-2024,660.4500000,661.2500000,663.0500000,648.2000000,651.0000000,650.2500000,-1.5400000,1391.0000000,14193200.0000000,10138.0000000,9306299730.0000000
FUTSTKLALPATHLAB28-NOV-2024,3032.9500000,3016.6000000,3036.9000000,2965.2500000,2979.0500000,2980.6000000,-1.7200000,515.0000000,422550.0000000,2817.0000000,1263826605.0000000
FUTSTKNMDC30-JAN-2025,230.6500000,230.7400000,233.3000000,229.7000000,230.9000000,230.9000000,0.1000000,681.0000000,859500.0000000,191.0000000,198907785.0000000
FUTIDXNIFTY28-NOV-2024,24299.5500000,24324.9500000,24354.0000000,23837.9500000,23903.5500000,23914.1500000,-1.5800000,134178.0000000,8701825.0000000,348073.0000000,209435060952.5000000
FUTSTKICICIBANK26-DEC-2024,1309.9500000,1314.7500000,1319.5000000,1291.0500000,1295.6000000,1295.6000000,-1.0900000,116030.0000000,42774900.0000000,61107.0000000,55702226685.0000000
FUTSTKBALKRISIND30-JAN-2025,2768.9500000,2754.2000000,2768.0000000,2733.4000000,2754.0000000,2754.0000000,-0.5300000,43.0000000,5100.0000000,17.0000000,14021580.0000000
FUTSTKDLF28-NOV-2024,824.2500000,823.0500000,827.0000000,809.4000000,814.0500000,813.8500000,-1.2600000,1790.0000000,8960325.0000000,10861.0000000,7309767052.5000000
FUTSTKGODREJCP28-NOV-2024,1261.2000000,1257.7000000,1279.8000000,1246.5500000,1252.0000000,1251.2500000,-0.7800000,1035.0000000,1403500.0000000,2807.0000000,1765282225.0000000
FUTSTKJINDALSTEL26-DEC-2024,893.7500000,896.3000000,907.7000000,891.0000000,901.0500000,901.0500000,0.8100000,33814.0000000,5924375.0000000,9479.0000000,5339909187.5000000
FUTSTKTATASTEEL28-NOV-2024,144.6200000,144.4600000,145.2000000,143.3000000,143.6000000,143.4000000,-0.8400000,4639.0000000,104753000.0000000,19046.0000000,15116459765.0000000
FUTSTKPERSISTENT30-JAN-2025,5958.4000000,5946.1500000,5946.1500000,5839.7500000,5859.7500000,5859.7500000,-1.6500000,157.0000000,15100.0000000,151.0000000,88860285.0000000
FUTSTKDALBHARAT26-DEC-2024,1848.8000000,1853.9500000,1857.3000000,1823.0000000,1832.7000000,1832.7000000,-0.8700000,10739.0000000,819500.0000000,2980.0000000,1505944770.0000000
FUTSTKM&MFIN30-JAN-2025,266.8000000,269.1500000,270.9000000,267.1500000,270.1000000,270.1000000,1.2300000,295.0000000,102000.0000000,51.0000000,27442700.0000000
FUTSTKSHREECEM30-JAN-2025,25040.0000000,25100.0000000,25424.1500000,24950.0000000,25264.9500000,25264.9500000,0.8900000,183.0000000,500.0000000,20.0000000,12570975.0000000
FUTSTKNATIONALUM28-NOV-2024,245.6700000,247.1500000,251.8900000,245.5100000,249.0200000,249.0000000,1.3500000,2720.0000000,17373750.0000000,4633.0000000,4321220662.5000000
FUTSTKKOTAKBANK26-DEC-2024,1794.8000000,1793.7000000,1799.3000000,1765.7000000,1771.0000000,1771.0000000,-1.3200000,94865.0000000,16356400.0000000,40891.0000000,29082118540.0000000
FUTSTKGODREJPROP30-JAN-2025,2866.4000000,2865.0000000,2930.5000000,2820.0000000,2853.2000000,2853.2000000,-0.4600000,212.0000000,52200.0000000,232.0000000,150059542.5000000
FUTSTKSAIL26-DEC-2024,116.8300000,117.1300000,117.9000000,116.0500000,117.0400000,117.0400000,0.1700000,33226.0000000,52676000.0000000,13169.0000000,6167136840.0000000
FUTSTKMGL30-JAN-2025,1191.7500000,1205.0000000,1208.0500000,1181.0000000,1196.9500000,1196.9500000,0.4300000,233.0000000,41200.0000000,103.0000000,49244120.0000000
FUTSTKBAJAJFINSV26-DEC-2024,1608.0000000,1614.9500000,1615.9000000,1577.7000000,1582.2500000,1582.2500000,-1.6000000,28641.0000000,6128000.0000000,12256.0000000,9760653500.0000000
FUTSTKONGC30-JAN-2025,257.2500000,258.1500000,260.2000000,254.7500000,255.6500000,255.6500000,-0.6200000,1147.0000000,1006775.0000000,523.0000000,259153606.2500000
FUTSTKDRREDDY30-JAN-2025,1213.9000000,1218.3000000,1219.0500000,1204.0000000,1211.1500000,1211.1500000,-0.2200000,197.0000000,96875.0000000,155.0000000,117256281.2500000
FUTSTKINDIGO26-DEC-2024,4290.0000000,4306.4500000,4399.9500000,4306.4500000,4368.2500000,4368.2500000,1.8200000,49608.0000000,4663800.0000000,31092.0000000,20313013920.0000000
FUTSTKINDIAMART28-NOV-2024,2369.5000000,2361.5000000,2395.5000000,2331.6500000,2339.8000000,2341.4500000,-1.1800000,412.0000000,621300.0000000,2071.0000000,1463968695.0000000
FUTSTKHDFCAMC30-JAN-2025,4298.7500000,4215.0000000,4327.7500000,4215.0000000,4262.1500000,4262.1500000,-0.8500000,129.0000000,13950.0000000,93.0000000,59658750.0000000
FUTSTKVOLTAS30-JAN-2025,1670.7500000,1683.3500000,1683.3500000,1651.6500000,1664.8500000,1664.8500000,-0.3500000,321.0000000,22500.0000000,75.0000000,37462050.0000000
FUTSTKMRF30-JAN-2025,125996.8000000,125936.1000000,126163.3500000,125136.6000000,125317.6500000,125317.6500000,-0.5300000,138.0000000,385.0000000,77.0000000,48307462.5000000
FUTSTKGAIL30-JAN-2025,197.4700000,196.3400000,201.5400000,196.1000000,199.2200000,199.2200000,0.8800000,641.0000000,1071600.0000000,456.0000000,213709916.5000000
FUTSTKAUBANK28-NOV-2024,589.2000000,588.0500000,593.0000000,584.2000000,585.7500000,585.8000000,-0.5700000,1744.0000000,4786000.0000000,4786.0000000,2814489200.0000000
FUTSTKGMRINFRA26-DEC-2024,82.3300000,82.2700000,83.3200000,81.8500000,82.8800000,82.8800000,0.6600000,54792.0000000,152775000.0000000,27160.0000000,12624253425.0000000
FUTSTKPVRINOX30-JAN-2025,1530.4000000,1530.6000000,1559.9500000,1522.0000000,1537.3500000,1537.3500000,0.4500000,308.0000000,73667.0000000,181.0000000,113323004.3000000
FUTSTKADANIPORTS26-DEC-2024,1207.7500000,1203.8000000,1232.0000000,1171.2000000,1176.2500000,1176.2500000,-2.6000000,74094.0000000,20698400.0000000,51746.0000000,24838452200.0000000
FUTSTKIDFCFIRSTB30-JAN-2025,64.6400000,64.6400000,65.5290090,64.6400000,64.9100000,64.9100000,0.4100000,3250.0000000,8640000.0000000,1152.0000000,561361350.0000000
FUTSTKGODREJCP30-JAN-2025,1274.0500000,1284.3500000,1291.0500000,1261.6500000,1265.3000000,1265.3000000,-0.6800000,90.0000000,17500.0000000,35.0000000,22330400.0000000
FUTSTKPETRONET30-JAN-2025,331.8500000,332.0000000,334.0000000,330.1500000,332.5000000,332.5000000,0.1900000,108.0000000,114000.0000000,76.0000000,37849575.0000000
FUTSTKCANFINHOME30-JAN-2025,824.0000000,824.0000000,831.0500000,818.0000000,825.2000000,825.2000000,0.1400000,84.0000000,34125.0000000,35.0000000,28066057.5000000
FUTSTKAUROPHARMA30-JAN-2025,1239.3500000,1242.7000000,1257.4500000,1238.0000000,1255.5500000,1255.5500000,1.3000000,158.0000000,55000.0000000,100.0000000,68602270.0000000
FUTSTKPNB30-JAN-2025,105.8200009,106.1600000,108.1700000,106.1600000,107.6800000,107.6800000,1.7500000,994.0000000,3160000.0000000,395.0000000,338145040.0000000
FUTSTKSIEMENS28-NOV-2024,7447.6500000,7470.0000000,7584.0500000,7403.8500000,7436.7500000,7420.0000000,-0.3700000,2025.0000000,495525.0000000,6607.0000000,3716074346.2500000
FUTSTKCOFORGE26-DEC-2024,8711.8000000,8733.1500000,8733.1500000,8637.1500000,8668.4000000,8668.4000000,-0.4900000,26033.0000000,1608225.0000000,21443.0000000,13944748777.5000000
FUTIDXNIFTYNXT5027-DEC-2024,70567.0500000,70605.0000000,70968.8000000,70100.0000000,70353.5000000,70353.5000000,-0.3000000,752.0000000,5150.0000000,515.0000000,363106913.0000000
FUTSTKMCX26-DEC-2024,6149.1000000,6174.8000000,6268.7500000,6090.9000000,6134.8000000,6134.8000000,-0.2300000,15340.0000000,785500.0000000,7855.0000000,4841055550.0000000
FUTSTKGRANULES30-JAN-2025,590.2000000,590.2000000,594.7500000,582.3500000,592.0000000,592.0000000,0.3000000,98.0000000,68000.0000000,68.0000000,40154150.0000000
FUTSTKTATACHEM26-DEC-2024,1113.9500000,1114.8500000,1128.8000000,1103.2000000,1111.7500000,1111.7500000,-0.1900000,12001.0000000,3625600.0000000,6592.0000000,4042583600.0000000
FUTSTKSUNPHARMA26-DEC-2024,1760.8500000,1769.1000000,1769.3500000,1734.4500000,1746.8000000,1746.8000000,-0.7900000,50061.0000000,6400450.0000000,18287.0000000,11176588412.5000000
FUTSTKUPL30-JAN-2025,554.7500000,554.1000000,563.4000000,552.5500000,553.5500000,553.5500000,-0.2100000,406.0000000,300810.0000000,222.0000000,167745002.7500000
FUTSTKLTTS28-NOV-2024,5428.1500000,5415.0000000,5415.0000000,5215.3000000,5241.4500000,5249.7000000,-3.2800000,865.0000000,284400.0000000,2844.0000000,1500787865.0000000
FUTSTKJUBLFOOD30-JAN-2025,654.0000000,654.1500000,660.0000000,642.6500000,647.0500000,647.0500000,-1.0600000,127.0000000,77500.0000000,62.0000000,50453437.5000000
FUTSTKALKEM28-NOV-2024,5451.7500000,5441.3000000,5484.0000000,5416.2000000,5463.3500000,5457.1500000,0.0900000,2095.0000000,429400.0000000,4294.0000000,2341647495.0000000
FUTSTKAMBUJACEM30-JAN-2025,521.5500000,523.2500000,528.1000000,517.2000000,519.7500000,519.7500000,-0.3400000,1066.0000000,567000.0000000,630.0000000,296408160.0000000
FUTSTKSRF26-DEC-2024,2309.6500000,2308.6500000,2322.0000000,2262.8500000,2273.6500000,2273.6500000,-1.5500000,16420.0000000,1948875.0000000,5197.0000000,4463200312.5000000
FUTSTKBHEL30-JAN-2025,250.5000000,251.0200000,256.9900000,250.4500000,255.9800000,255.9800000,2.1800000,767.0000000,2283750.0000000,870.0000000,580601542.5000000
FUTSTKSIEMENS30-JAN-2025,7529.2000000,7565.0000000,7655.0000000,7500.0000000,7511.0500000,7511.0500000,-0.2400000,200.0000000,10425.0000000,139.0000000,79123072.5000000
FUTSTKBALKRISIND26-DEC-2024,2755.1500000,2779.9500000,2779.9500000,2703.3000000,2738.5000000,2738.5000000,-0.6000000,5888.0000000,1020000.0000000,3400.0000000,2791541820.0000000
FUTSTKCUMMINSIND26-DEC-2024,3512.2000000,3514.8000000,3535.2000000,3459.0000000,3497.4500000,3497.4500000,-0.4100000,26352.0000000,1068600.0000000,7124.0000000,3734085375.0000000
FUTSTKRBLBANK30-JAN-2025,160.1500000,160.9200000,163.1100000,158.5200000,159.4900000,159.4900000,-0.4100000,669.0000000,795000.0000000,318.0000000,127356350.0000000
FUTSTKGRASIM30-JAN-2025,2656.7500000,2656.7500000,2665.7000000,2590.0000000,2604.0000000,2604.0000000,-1.9800000,371.0000000,65250.0000000,261.0000000,171357887.5000000
FUTSTKEXIDEIND30-JAN-2025,449.6500000,449.5000000,465.9500000,447.5000000,462.7500000,462.7500000,2.9100000,428.0000000,687600.0000000,382.0000000,317090880.0000000
FUTSTKJINDALSTEL30-JAN-2025,899.5000000,897.1000000,912.5000000,897.1000000,907.9500000,907.9500000,0.9300000,155.0000000,45000.0000000,72.0000000,40848375.0000000
FUTSTKRBLBANK28-NOV-2024,158.2900000,158.2700000,161.2000000,156.4500000,157.2600000,157.5000000,-0.4900000,858.0000000,14092500.0000000,5637.0000000,2230217850.0000000
FUTSTKBAJAJ-AUTO30-JAN-2025,9301.9500000,9250.0000000,9380.0000000,9121.0000000,9139.8500000,9139.8500000,-1.7400000,804.0000000,31575.0000000,421.0000000,291405633.7500000
FUTSTKCOROMANDEL30-JAN-2025,1777.5000000,1786.9000000,1792.0000000,1766.0000000,1773.9500000,1773.9500000,-0.1900000,19.0000000,5250.0000000,15.0000000,9335497.5000000
FUTSTKABBOTINDIA28-NOV-2024,27527.4000000,27527.4000000,27641.9000000,27147.3500000,27323.3500000,27378.0000000,-0.5400000,511.0000000,27400.0000000,1370.0000000,749606267.0000000
FUTSTKDIXON26-DEC-2024,15720.7000000,15730.0000000,16089.8000000,15607.7500000,15698.9500000,15698.9500000,-0.1300000,27779.0000000,1004550.0000000,20091.0000000,15923322207.5000000
FUTSTKABCAPITAL26-DEC-2024,194.5400000,195.5200000,197.1000000,194.0900000,195.2900000,195.2900000,0.3800000,24362.0000000,25882200.0000000,9586.0000000,5057763498.0000000
FUTSTKTRENT28-NOV-2024,6839.0000000,6830.1000000,6889.5500000,6724.0000000,6751.4500000,6743.3500000,-1.3900000,2985.0000000,935900.0000000,9359.0000000,6379062120.0000000
FUTSTKINDUSTOWER30-JAN-2025,354.3500000,353.1000000,359.0000000,349.9000000,352.4000000,352.4000000,-0.5500000,487.0000000,438600.0000000,258.0000000,155188835.0000000
FUTSTKBANKBARODA30-JAN-2025,249.6000000,249.1500000,253.8000000,249.0000000,252.6000000,252.6000000,1.2000000,904.0000000,1386450.0000000,474.0000000,348386658.7500000
FUTSTKHAL26-DEC-2024,4494.6000000,4504.7500000,4550.9000000,4474.1000000,4489.5000000,4489.5000000,-0.1100000,69136.0000000,3710850.0000000,24739.0000000,16720929045.0000000
FUTSTKDRREDDY28-NOV-2024,1201.3000000,1205.1000000,1206.5500000,1188.6500000,1193.8000000,1191.9500000,-0.7700000,906.0000000,2421250.0000000,3874.0000000,2896059062.5000000
FUTSTKDALBHARAT30-JAN-2025,1858.1500000,1854.8000000,1860.0000000,1835.0000000,1845.6500000,1845.6500000,-0.6700000,69.0000000,10175.0000000,37.0000000,18801543.7500000
FUTSTKAMBUJACEM26-DEC-2024,517.9500000,517.7500000,524.8000000,513.2500000,516.3000000,516.3000000,-0.3100000,42609.0000000,15179400.0000000,16866.0000000,7878224745.0000000
FUTSTKBEL30-JAN-2025,310.4500000,311.1500000,312.5000000,308.5000000,309.7500000,309.7500000,-0.2200000,1272.0000000,2419650.0000000,849.0000000,751080165.0000000
FUTSTKLT28-NOV-2024,3702.4000000,3708.3500000,3720.3000000,3648.4000000,3665.7000000,3666.0500000,-0.9800000,8938.0000000,3826650.0000000,25511.0000000,14083519507.5000000
FUTSTKHCLTECH26-DEC-2024,1903.6000000,1905.6500000,1910.6000000,1847.6000000,1854.8000000,1854.8000000,-2.5600000,33398.0000000,6933500.0000000,19810.0000000,12945353592.5000000
FUTSTKLT26-DEC-2024,3723.4500000,3730.5500000,3740.2000000,3672.0000000,3692.0500000,3692.0500000,-0.8400000,104031.0000000,5757600.0000000,38384.0000000,21309243367.5000000
FUTSTKKOTAKBANK30-JAN-2025,1806.4500000,1802.2000000,1811.2000000,1778.7000000,1785.2500000,1785.2500000,-1.1700000,1240.0000000,189200.0000000,473.0000000,338900340.0000000
FUTSTKATUL30-JAN-2025,7459.4000000,7496.5500000,7496.6000000,7300.0500000,7324.7000000,7324.7000000,-1.8000000,133.0000000,6800.0000000,68.0000000,49966525.0000000
FUTSTKNAVINFLUOR30-JAN-2025,3540.7000000,3540.0000000,3565.0000000,3507.8500000,3511.0500000,3511.0500000,-0.8300000,70.0000000,6650.0000000,38.0000000,23450210.0000000
FUTSTKBPCL30-JAN-2025,297.3000000,297.3000000,301.5500000,293.0000000,294.5000000,294.5000000,-0.9400000,638.0000000,628200.0000000,349.0000000,186511590.0000000
FUTIDXNIFTY30-JAN-2025,24603.5000000,24647.8000000,24670.6000000,24225.1000000,24283.4500000,24283.4500000,-1.3000000,43766.0000000,766925.0000000,30677.0000000,18711534082.5000000
FUTSTKUBL26-DEC-2024,1921.8500000,1922.5000000,1959.9000000,1906.0000000,1923.9500000,1923.9500000,0.1000000,4147.0000000,1056800.0000000,2642.0000000,2038136320.0000000
FUTSTKINDIGO30-JAN-2025,4312.8000000,4351.0000000,4428.8000000,4351.0000000,4398.9500000,4398.9500000,1.9900000,1544.0000000,143550.0000000,957.0000000,629600610.0000000
FUTSTKVEDL26-DEC-2024,448.8000000,451.3000000,459.3000000,451.0500000,454.9000000,454.9000000,1.3500000,94158.0000000,49832950.0000000,43333.0000000,22682337800.0000000
FUTSTKCUB30-JAN-2025,180.4100000,180.4100000,183.2800000,180.4100000,181.2800000,181.2800000,0.4800000,83.0000000,370000.0000000,74.0000000,67261700.0000000
FUTSTKADANIENT30-JAN-2025,2428.0500000,2462.3000000,2551.3500000,2426.4500000,2467.5500000,2467.5500000,1.6200000,1115.0000000,371700.0000000,1239.0000000,927033150.0000000
FUTSTKJINDALSTEL28-NOV-2024,888.6500000,891.4000000,902.4000000,885.5500000,894.9000000,897.0000000,0.9300000,1228.0000000,4300625.0000000,6881.0000000,3852456781.2500000
FUTSTKHDFCBANK26-DEC-2024,1822.5500000,1822.6000000,1847.0000000,1800.7000000,1805.6000000,1805.6000000,-0.9300000,254911.0000000,45965150.0000000,83573.0000000,83662967355.0000000
FUTSTKBERGEPAINT30-JAN-2025,495.3000000,495.3000000,497.9000000,487.5500000,490.8000000,490.8000000,-0.9000000,222.0000000,225720.0000000,171.0000000,110975238.0000000
FUTSTKGMRINFRA30-JAN-2025,82.9100000,83.1300000,83.8000000,82.4500000,83.4500000,83.4500000,0.6500000,840.0000000,2385000.0000000,424.0000000,198235012.5000000
FUTSTKCOALINDIA30-JAN-2025,422.7000000,424.7000000,430.1000000,419.3000000,421.1000000,421.1000000,-0.3700000,1546.0000000,783300.0000000,746.0000000,332386425.0000000
FUTSTKLICHSGFIN28-NOV-2024,627.6000000,629.0000000,639.0000000,626.5500000,632.8000000,634.6500000,1.1200000,1087.0000000,8209000.0000000,8209.0000000,5198628250.0000000
